Brand,Model,Year,Miles(k miles),Registration,Control,Fuel,Location,Price(£),EngineSize,Doors,Emission,ModelFull,logPrice
Ford,Focus,2003,65,2003 (3 reg),Manual,Petrol,KEIGHLEY ,22995,2.0,3,Unknown,RS,10.043075566743182
Volkswagen,Caravelle,2015,100,2015 (15 reg),Auto,Diesel,Rochdale ,26990,2.0,5,Unknown,BiTDI Business 180 4MOTION DSG,10.203258756085228
Volkswagen,Golf,2015,40,2015 (15 reg),Auto,Petrol,Leeds ,9995,1.4,5,Euro 5 (s/s),TSI BlueMotion Tech Match Hatchback Petrol DSG (122 ps,9.209940291954844
Suzuki,SX4,2014,99,2014 (64 reg),Manual,Petrol,Batley ,2495,1.6,5,Unknown,SZ3 Ulez Compliant,7.822444729489319
Land Rover,Range Rover Sport,2010,101,2010 (10 reg),Auto,Diesel,Keighley ,5989,3.0,5,Euro 4,TD V6 HSE CommandShift 4WD,8.697846691109495
Land Rover,Freelander,2004,136,2004 (53 reg),Manual,Diesel,Rochdale ,1899,2.0,5,Unknown,Td4 E Station Wagon,7.549609165154532
Lamborghini,Gallardo,2010,52,2010 (59 reg),Auto,Petrol,Keighley ,79989,5.2,2,Unknown,V10 LP560-4 Spyder E-Gear 4WD,11.289656905842868
Ford,Kuga,2010,136,2010 (60 reg),Manual,Diesel,Bradford ,2699,2.0,5,Unknown,TDCi 163 Titanium 4X4 FULL SERVICE HISTORY,7.90100705199242
Land Rover,Defender 110,2015,36,2015 (15 reg),Manual,Diesel,Castleford ,37990,2.2,5,Unknown,- XS Utility Wagon TDCi [] -STACKS OF UPGRADES-,10.54510456855174
Vauxhall,Astra,2009,75,2009 (9 reg),Auto,Petrol,Sheffield ,3995,1.8,3,Unknown,i VVT Design Auto,8.293049139768444
Citroen,C3,2017,149,2017 (67 reg),Manual,Diesel,Keighley ,3489,1.6,5,Euro 6 (s/s),BlueHDi Flair,8.157657015196472
BMW,M3,2013,145,2013 (13 reg),Auto,Petrol,Rotherham ,17950,1.6,2,Unknown,M3 DCT,9.79540110267107
Ford,Focus,2013,83,2013 (13 reg),Manual,Diesel,"Oldham, Chadderton ",4095,1.6,5,Euro 5 (s/s),TDCi Zetec S,8.317766166719343
Audi,R8,2020,15,2020 (70 reg),Auto,Petrol,York ,104989,5.2,2,Euro 6 (s/s),FSI V10 Performance Spyder S Tronic quattro,11.561620386508986
MINI,Hatch,2014,47,2014 (14 reg),Manual,Petrol,Wakefield ,6925,1.2,3,Euro 6 (s/s),One,8.843037724962366
Mercedes-Benz,M-Class,2008,135,2008 (8 reg),Auto,Petrol,Keighley ,9989,6.3,5,Unknown,ML63 AMG 7G-Tronic,9.2093398716426
Land Rover,Range Rover,2023,8,2023 (73 reg),Auto,Diesel,Boroughbridge ,109995,3.0,5,Euro 6 (s/s),D350 MHEV First Edition Auto 4WD (LWB),11.608199280477017
Vauxhall,Insignia,2015,70,2015 (65 reg),Manual,Diesel,Chesterfield ,6795,2.0,5,Unknown,CDTi [140] ecoFLEX Tech Line [Start Stop],8.824089482791823
Volkswagen,Caravelle,2018,59,2018 (68 reg),Auto,Diesel,Mexborough ,37995,2.0,5,Unknown,TDI BlueMotion Tech 150 Executive DSG,10.545236170010073
Kia,Ceed,2012,132,2012 (61 reg),Manual,Diesel,Cleckheaton ,1390,1.6,5,Unknown,CRDi VR-7,7.237778191923443
BMW,3 Series,2010,99,2010 (60 reg),Manual,Diesel,Leeds ,3490,3.2,4,Unknown,318D M SPORT SALOON MANUAL + £35 YR ROAD TAX +,8.157943507105037
Nissan,Qashqai,2016,117,2016 (66 reg),Manual,Diesel,Leeds ,6790,1.5,5,EURO 6,dCi TEKNA SUV + + £20 YR ROAD TAX + 12 MONTHS MOT +,8.823353485113792
Volkswagen,Transporter,2023,400,2023 (23 reg),Manual,Diesel,York ,54995,2.0,5,Unknown,- TDI 110 Highline Van camper van,10.915015734297125
Peugeot,208,2012,77,2012 (12 reg),Manual,Petrol,Leeds ,2990,1.2,3,Unknown,VTi Access+,8.003363058629947
Lexus,RX,2024,5,2024 (24 reg),Auto,Electric,Sheffield ,34750,1.4,5,Unknown,- 7kWh Premium SUV Electric Auto DIRECT4 (313 ps),10.455963627557306
Porsche,911,2025,90,2025 (25 reg),Auto,Hybrid,Boroughbridge ,149995,3.6,2,Euro 6 (s/s),T-Hybrid 992 Carrera GTS PDK,11.918363906056165
Audi,RS8,2015,28,2015 (15 reg),Manual,Petrol,Dinnington ,59880,5.2,2,Unknown,SPYDER V10 QUATTRO Semi Automatic,11.00011453846092
Skoda,Yeti,2015,112,2015 (15 reg),Manual,Diesel,Keighley ,6489,2.0,5,Unknown,TDI CR 170 Monte Carlo 4x4,8.778017809698136
Ford,Focus,2011,87,2011 (61 reg),Manual,Petrol,"Oldham, Chadderton ",3495,1.6,5,Euro 5 (s/s),EcoBoost Titanium X,8.159374736775426
Land Rover,Range Rover Velar,2019,49,2019 (19 reg),Auto,Diesel,Sheffield ,21990,2.0,5,Euro 6 (s/s),- D180 R-Dynamic SE Auto 4WD,9.998388557730848
Vauxhall,Insignia,2016,85,2016 (66 reg),Manual,Diesel,Castleford ,5690,2.0,5,Unknown,- CDTi [170] ecoFLEX SRi Nav [Start Stop],8.646641258603124
Vauxhall,Corsa-e,2022,17,2022 (22 reg),Auto,Electric,Oldham ,10999,1.6,5,Unknown,50kWh Elite Premium Hatchback Electric Auto (136 ps),9.305650551780507
Land Rover,Defender,2021,40,2021 (71 reg),Auto,Petrol,Oldham ,77749,5.0,5,Euro 6 (s/s),P525 V8 URBAN SUV Petrol Auto 4WD (525 ps),11.26125383004148
Toyota,Yaris,2012,50,2012 (12 reg),Auto,Petrol,Keighley ,6995,1.3,5,Unknown,3 VVT-i TR Multidrive S,8.853093836138493
Vauxhall,Corsa,2022,26,2022 (22 reg),Auto,Petrol,Doncaster ,10495,1.2,5,Euro 6 (s/s),Turbo Ultimate Hatchback Petrol Auto (130 ps),9.25874951118387
BMW,Z3,2001,91,2001 (Y),Auto,Petrol,Boroughbridge ,4500,3.0,2,Unknown,- Auto,8.412054873292933
Lexus,RX,2016,99,2016 (16 reg),Auto,Hybrid,Heckmondwike ,17995,3.5,5,Euro 6 (s/s),450h V6 Premier CVT 4WD,9.797904789961063
Skoda,Roomster,2013,119,2013 (13 reg),Manual,Petrol,Mexborough ,3994,1.2,5,Unknown,TSI 105 Scout,8.292798858200374
Audi,TT,2010,118,2010 (10 reg),Manual,Diesel,Rochdale ,4995,2.0,2,Unknown,TDI Quattro,8.516392871245468
Mercedes-Benz,A-Class,2022,45,2022 (22 reg),Auto,Petrol,Oldham ,38449,2.0,5,Euro 6 (s/s),A45 AMG S Plus Hatchback Petrol 8G-DCT 4MATIC+ (421 ps,10.55711397493379
Vauxhall,Meriva,2012,46,2012 (62 reg),Auto,Diesel,Manchester ,3191,1.7,5,Unknown,CDTi 16V [110] Exclusiv Auto,8.068402958569699
Vauxhall,Zafira,2014,137,2014 (64 reg),Manual,Diesel,Leeds ,3290,2.0,5,Unknown,CDTi SRi (NAV) 7 SEATER,8.098946748943339
MINI,Electric Hatch,2021,55,2021 (21 reg),Auto,Electric,Wakefield ,10750,2.6,3,Unknown,Cooper SE 3kWh Level 2 Auto,9.282754052485227
Volkswagen,Golf,1996,83,1996 (N),Manual,Petrol,Sheffield ,10490,2.0,5,Unknown,(N) - GTI Colour Concept,9.258273025731485
Land Rover,Discovery,2014,123,2014 (14 reg),Auto,Diesel,Leeds ,14690,3.0,5,Unknown,SDV6 HSE LUXURY AUTO + 7 SEATS + REAR ENTERTAINMENT + PAN ROOF +,9.594990340370426
Volvo,S40,2009,106,2009 (9 reg),Auto,Diesel,Wakefield ,3795,2.0,4,Euro 4,D R-Design Sport Powershift,8.241703159729818
Land Rover,Defender,2021,42,2021 (21 reg),Auto,Diesel,York ,56786,3.0,5,Euro 6 (s/s),D300 MHEV X-Dynamic HSE SUV Diesel Auto 4WD (300 ps),10.947062705274329
Toyota,Auris,2007,83,2007 (7 reg),Auto,Petrol,Sheffield ,4000,1.6,3,Unknown,"TR Hatchback Petrol Multimode (161 g/km, 124 bhp)",8.294299608857235
Jaguar,XJ,2007,125,2007 (7 reg),Auto,Diesel,Castleford ,4990,2.7,4,Unknown,- XJ TDVi Sport Premium Auto - 17 JAG AND JAG SPECIALIST SERVICES -,8.515391569469609
Nissan,ARIYA,2024,300,2024 (74 reg),Auto,Electric,York ,45995,1.6,5,Unknown,178kW Evolve 87kWh 22kWCh Auto,10.736309715168556
Citroen,C1,2011,120,2011 (11 reg),Manual,Petrol,Wakefield ,1795,1.0,3,Euro 5,i VTR,7.493317248862145
Vauxhall,Cascada,2013,94,2013 (63 reg),Manual,Petrol,Leeds ,4690,1.4,2,Unknown,ELITE CONVERTIBLE,8.453401058328458
Ford,Fusion,2006,78,2006 (6 reg),Manual,Petrol,Sheffield ,1995,1.4,5,Unknown,Zetec Climate,7.59890045687141
MINI,Hatch,2015,35,2015 (15 reg),Auto,Petrol,Otley ,14853,2.0,5,Euro 6 (s/s),Cooper S Works Auto,9.606024468229242
Volkswagen,Beetle,2014,116,2014 (14 reg),Manual,Diesel,Wakefield ,4495,1.6,3,Euro 5 (s/s),- TDI BlueMotion Tech,8.410943391573527
Ford,Fiesta,2008,118,2008 (58 reg),Manual,Diesel,Castleford ,2195,1.4,5,Unknown,TDCi Zetec,7.694392802629421
MINI,Clubman,2017,98,2017 (17 reg),Manual,Diesel,Wakefield ,7000,1.5,6,Euro 6 (s/s),One D,8.853808274977197
BMW,Z4,2005,97,2005 (55 reg),Manual,Petrol,Bradford ,2499,2.0,2,Unknown,2005 i SE CONVERTIBLE IN SILVER FULL BLACK LEATHER,7.824046010856292
Peugeot,2008,2025,10,2025 (25 reg),Auto,Petrol,Huddersfield ,24998,1.2,5,Unknown,- Hybrid 136 Allure e-DSC6,10.126591103050316
Dacia,Duster,2015,74,2015 (15 reg),Manual,Diesel,Castleford ,4495,1.5,5,Unknown,dCi 110 Ambiance,8.410943391573527
Volvo,V50,2009,124,2009 (59 reg),Manual,Diesel,Wakefield ,2495,1.6,5,Euro 4 (s/s),D DRIVe S,7.822444729489319
Ford,Ka,2011,95,2011 (11 reg),Manual,Petrol,Keighley ,2695,1.2,3,Unknown,Zetec,7.899524472032198
TVR,Cerbera,2001,37,2001 (Y),Manual,Petrol,Dinnington ,38890,4.5,2,Unknown,(Y) - Manual RED ROSE,10.568518140370246
Vauxhall,Corsa,2021,57,2021 (21 reg),Manual,Petrol,Dewsbury ,5995,1.2,5,Unknown,Turbo SRi,8.698847859222488
Audi,Q7,2013,142,2013 (63 reg),Auto,Diesel,Keighley ,8989,3.0,5,Unknown,TDI V6 S line Plus Tiptronic quattro,9.103868127465667
Toyota,Land Cruiser,2013,92,2013 (13 reg),Auto,Diesel,Keighley ,19989,3.0,5,Euro 5,D-4D LC5 Auto 4WD,9.902987427494446
Honda,Jazz,2015,70,2015 (65 reg),Manual,Petrol,Rochdale ,6389,1.3,5,Unknown,SE,8.762489547371581
Porsche,Boxster,2008,107,2008 (8 reg),Auto,Petrol,York ,9995,2.7,2,Unknown,- [245] Tiptronic S,9.209940291954844
Audi,R8,2017,44,2017 (17 reg),Auto,Petrol,"Leeds, Morley, Gildersome ",72990,5.2,2,Euro 6 (s/s),FSI V10 Spyder S Tronic quattro,11.198091424858745
Subaru,XV,2012,102,2012 (12 reg),Manual,Petrol,Rochdale ,4795,2.0,5,Euro 5 (s/s),i SE SUV Petrol Manual 4WD (150 ps),8.475537516147405
Aston Martin,Vanquish,2013,40,2013 (13 reg),Auto,Petrol,Harrogate ,64989,6.0,2,Euro 5,V12 T-TronicII,11.081988690888394
Vauxhall,Insignia,2010,166,2010 (60 reg),Manual,Diesel,Wakefield ,2095,2.0,5,Euro 5,CDTi SRi VX Line,7.647786045440933
Land Rover,Range Rover Sport,2015,82,2015 (15 reg),Auto,Diesel,York ,17250,3.0,5,Euro 5 (s/s),SD V6 HSE Dynamic Auto 4WD,9.755625391793744
Peugeot,2008,2015,91,2015 (65 reg),Manual,Diesel,Dewsbury ,3295,1.6,5,Unknown,BlueHDi 100 Active,8.100464891029363
Audi,Q5,2013,129,2013 (63 reg),Auto,Diesel,Bradford ,9490,2.0,5,Unknown,TDI Quattro S Line Plus S TRONIC MEGA SPEC,9.158099260130491
Porsche,911,2016,78,1989 (F),Manual,Petrol,Keighley ,99989,3.2,2,Unknown,(F) - Classic Carrera Club Sport,11.512825459969894
Volkswagen,Tiguan,2016,101,2016 (16 reg),Manual,Diesel,Oldham ,6750,2.0,5,Euro 6 (s/s),- TDI BlueMotion Tech Match Edition 2WD,8.81744592104187
Ferrari,360,2004,36,2004 (54 reg),Manual,Petrol,Keighley ,59989,3.6,2,Unknown,Spider,11.00193316064714
Volkswagen,Golf,1994,64,1994 (L),Manual,Petrol,Pudsey ,11995,2.0,3,Unknown,(L) - GTi,9.392328539868899
Land Rover,Range Rover,2023,22,2023 (23 reg),Auto,Petrol,Wakefield ,109995,4.4,5,Euro 6 (s/s),(Z4) - P530 V8 SV SUV Petrol Auto 4WD (530 ps),11.608199280477017
Citroen,Berlingo,2013,116,2013 (62 reg),Manual,Diesel,Leeds ,2995,1.6,5,Unknown,HDi 90 VTR,8.005033344637111
Mercedes-Benz,GLE-Class,2021,70,2021 (71 reg),Auto,Hybrid,Goole ,37995,2.0,5,Unknown,- GLE350de 3kWh AMG Line,10.545236170010073
BYD,Dolphin,2025,50,2025 (25 reg),Auto,Electric,Durkar ,19990,3.2,5,Unknown,- 4kWh Boost Auto,9.903037451255743
Land Rover,Range Rover Sport,2023,18,2023 (73 reg),Auto,Hybrid,York ,84786,3.0,5,Unknown,P460e 3kWh Autobiography SUV Petrol Plug-in Hybrid Auto 4WD Euro,11.347897508141267
Ford,S-Max,2007,154,2007 (56 reg),Manual,Petrol,Keighley West ,2789,2.5,5,Unknown,Titanium,7.933796874815411
Peugeot,Rifter,2019,102,2019 (69 reg),Manual,Diesel,Wakefield ,6990,1.5,5,EURO 6,2019 69 PEUGEOT RIFTER BlueHDi ALLURE MPV,8.852378886511985
Audi,A8,2010,120,2010 (10 reg),Auto,Diesel,Leeds ,5995,3.0,4,Unknown,- TDI Quattro SE Tip Auto,8.698847859222488
Citroen,C1,2015,57,2015 (64 reg),Manual,Petrol,Chesterfield ,4495,1.0,5,Unknown,VTi Feel,8.410943391573527
BMW,3 Series,2015,177,2015 (15 reg),Auto,Diesel,Bradford ,4950,3.2,4,Unknown,xDrive M Sport Step Auto,8.507344855361422
MG,Cyberster,2025,300,2025 (74 reg),Auto,Electric,Rochdale ,51998,1.6,2,Unknown,Dual Motor 77kWh GT Auto 4WD,10.85897976660942
BMW,Alpina,2005,93,2005 (5 reg),Manual,Petrol,Pudsey ,17495,1.6,2,Unknown,Roadster S,9.769727562356604
Volkswagen,Tiguan,2016,116,2016 (16 reg),Auto,Diesel,Leeds ,10990,2.0,5,Unknown,TDi BLUEMOTION TECH R-LINE EDITION 150 DSG + LEATHER + NAV +,9.3048320350689
Volkswagen,Polo,2011,112,2011 (60 reg),Manual,Diesel,Leeds ,3390,1.2,5,Unknown,TDI SE,8.128880142125638
Honda,Accord,1996,52,1996 (N),Manual,Petrol,Halifax ,6995,2.0,4,Unknown,(N) - S,8.853093836138493
BMW,5 Series,2009,105,2009 (59 reg),Auto,Diesel,Ecclesfield ,5400,3.0,5,Euro 4,530d M Sport Touring Steptronic,8.594339400592892
Ford,Grand C-Max,2012,142,2012 (62 reg),Manual,Diesel,Pudsey ,2695,2.0,5,Unknown,TDCi Titanium,7.899524472032198
Citroen,C3 Picasso,2016,36,2016 (66 reg),Manual,Diesel,Castleford ,6990,1.6,5,Unknown,- BlueHDi Edition -FULL SERVICE HISTORY-,8.852378886511985
Land Rover,Range Rover Sport,2015,105,2015 (15 reg),Auto,Diesel,Leeds ,15995,3.0,5,Unknown,SDV6 HSE Dynamic Auto,9.680093969966709
Skoda,Karoq,2018,144,2018 (68 reg),Manual,Petrol,Keighley ,7989,1.5,5,Euro 6 (s/s),TSI ACT SE L,8.98594603876032
Ford,Focus,2015,81,2015 (15 reg),Manual,Diesel,Sheffield ,8995,2.0,5,Euro 6 (s/s),TDCi ST-2 Hatchback Diesel Manual (185 ps),9.104535313079205
Volkswagen,Tiguan,2017,93,2017 (17 reg),Auto,Diesel,Leeds ,12595,2.0,5,Unknown,TDi 150 4Motion SEL DSG,9.441134582220915
Audi,A8,2013,169,2013 (63 reg),Auto,Hybrid,Keighley ,8989,2.0,4,Unknown,TFSI Tiptronic LWB,9.103868127465667
Mercedes-Benz,E-Class,2017,104,2017 (17 reg),Auto,Diesel,Keighley ,16989,2.0,4,Unknown,E220d AMG Line G-Tronic+ (s/s),9.740380214665977
Lamborghini,Gallardo,2009,38,2009 (58 reg),Auto,Petrol,Keighley ,69989,1.6,2,Unknown,Spyder E Gear,11.156107653683586
Land Rover,Defender,2020,94,2020 (20 reg),Auto,Diesel,Bradford ,37500,2.0,5,Euro 6 (s/s),SD4 HSE SUV Diesel Auto 4WD (240 ps),10.53212287826962
Tesla,Model 3,2019,71,2019 (69 reg),Auto,Electric,Halifax ,12495,1.6,4,Unknown,Standard Range Plus Auto RWD,9.433163872079467
Peugeot,RCZ,2013,122,2013 (63 reg),Manual,Diesel,Leeds ,4790,2.0,2,Unknown,HDi MAGNETIC (165BHP) LIMITED EDITION,8.474494436883122
Renault,Twingo,2012,65,2012 (12 reg),Manual,Petrol,Chesterfield ,2995,1.2,3,Unknown,16V Dynamique,8.005033344637111
Volkswagen,Tiguan,2018,107,2018 (68 reg),Manual,Diesel,Dukinfield ,11995,2.0,5,Euro 6 (s/s),TDI SEL,9.392328539868899
Mercedes-Benz,E-Class,2013,164,2013 (13 reg),Auto,Diesel,Bradford ,4950,1.6,2,Unknown,E220 CDI BlueEFFICIENCY Sport Tip Auto,8.507344855361422
BMW,M4,2021,42,2021 (71 reg),Auto,Petrol,Dronfield ,48985,1.6,2,Unknown,M4 xDrive Competition M Step Auto,10.799289821982947
Land Rover,Range Rover Sport,2019,48,2019 (69 reg),Auto,Hybrid,Goole ,29995,2.0,5,Unknown,- P400e 1kWh HSE Dynamic,10.30881931842128
Volvo,S60,2014,129,2014 (14 reg),Auto,Diesel,Batley ,4795,1.6,4,Unknown,D2 [115] R DESIGN Powershift,8.475537516147405
Land Rover,Range Rover,2020,40,2020 (69 reg),Auto,Diesel,Oldham ,47950,4.4,5,Euro 6 (s/s),SD V8 Autobiography Auto 4WD,10.777934935151473
Volkswagen,Golf,2012,95,2012 (61 reg),Manual,Petrol,Rotherham ,6490,2.0,3,Euro 5,TSI GTI (Leather),8.778171881033469
Porsche,911,2021,21,2021 (21 reg),Auto,Petrol,Sheffield ,139950,3.7,2,Euro 6 (s/s),992 Turbo S PDK 4WD,11.849047640327147
Nissan,Qashqai,2016,107,2016 (16 reg),Manual,Diesel,Leeds ,6290,1.5,5,EURO 6,dCi TEKNA MANUAL () + LEATHER + PANROOF + MEDIA + KEYLESS GO,8.74687531957003
Land Rover,Range Rover,2019,37,2019 (69 reg),Auto,Petrol,Dinnington ,54880,5.0,5,Unknown,V8 SVAUTOBIOGRAPHY DYNAMIC AUTOMATIC,10.9129224838081
Fiat,500,2011,90,2011 (11 reg),Manual,Petrol,Keighley ,2989,1.2,3,Euro 5 (s/s),Lounge,8.003028666384733
BMW,X1,2010,131,2010 (60 reg),Manual,Diesel,Bradford ,2999,1.6,5,Unknown,2010 xDrive 18d SE MET GREY SERVICE HISTORY,8.006367567650246
Lexus,NX,2018,97,2018 (68 reg),Auto,Hybrid,Dronfield ,15985,2.5,5,Unknown,300h Luxury CVT [Premium Nav],9.679468618185965
Aston Martin,DB11,2019,24,2019 (19 reg),Auto,Petrol,York ,76489,5.2,2,Euro 6 (s/s),V12 Auto,11.244915292315913
Land Rover,Range Rover,2019,40,2019 (19 reg),Auto,Diesel,Oldham ,45950,4.4,5,Euro 6 (s/s),SD V8 Autobiography Auto 4WD,10.735330890332664
Skoda,Kamiq,2025,100,2025 (25 reg),Auto,Petrol,York ,23205,1.0,5,Unknown,- TSI SE L Edition DSG Automatic,10.05216614490749
Porsche,Cayenne,2019,40,2019 (19 reg),Auto,Petrol,Oldham ,38948,3.0,5,Euro 6 (s/s),V6 SUV Petrol TiptronicS 4WD (340 ps),10.570008377028364
Volkswagen,Golf,2011,96,2011 (61 reg),Auto,Diesel,Leeds ,7290,2.0,5,Unknown,TDi 170 GTD DSG [Leather],8.89439598980643
Nissan,Juke,2016,69,2016 (16 reg),Manual,Diesel,Chesterfield ,7295,1.5,5,Unknown,dCi N-Connecta,8.895081531754167
Peugeot,407 SW,2009,125,2009 (9 reg),Auto,Diesel,Wakefield ,2295,2.0,5,Unknown,HDi Sport,7.738923757439457
Ford,Focus,2018,55,2018 (18 reg),Manual,Petrol,"Cleckheaton, Scholes ",29990,2.3,5,Unknown,EcoBoost Red Edition,10.30865261563529
Nissan,Qashqai,2018,50,2018 (18 reg),Manual,Diesel,Leeds ,10895,1.5,5,Euro 6 (s/s),dCi N-Connecta SUV Diesel Manual (110 ps),9.296151028389293
Mazda,Mazda3,2014,79,2014 (14 reg),Manual,Petrol,Bradford ,5790,1.5,5,Euro 5 (s/s),SKYACTIV-G SE,8.66406026722579
Audi,Q7,2013,140,2013 (63 reg),Auto,Diesel,Wakefield ,7595,3.0,5,Euro 5 (s/s),TDI V6 S line Plus Tiptronic quattro,8.935377071932177
Vauxhall,Corsa,2015,74,2015 (15 reg),Manual,Petrol,York ,3995,1.0,3,Unknown,- ecoFLEX Excite [AC],8.293049139768444
Ford,Focus,2016,101,2016 (16 reg),Manual,Diesel,Sheffield ,9450,2.0,5,Euro 6 (s/s),TDCi ST-3 Hatchback Diesel Manual (185 ps),9.153875834995056
Volkswagen,Polo,2012,110,2012 (62 reg),Manual,Diesel,Leeds ,3690,1.2,5,Unknown,TDI Match,8.213652703029998
Kia,Sportage,2012,152,2012 (62 reg),Manual,Diesel,Bradford ,2999,1.7,5,Unknown,2012 CRDi ISG 2 FULL SERVICE HISTORY,8.006367567650246
Volkswagen,Polo,2011,76,2011 (61 reg),Manual,Diesel,Leeds ,4290,1.2,5,Unknown,TDI Match,8.364275084991524
Land Rover,Range Rover,2019,30,2019 (69 reg),Auto,Petrol,Oldham ,54950,5.0,5,Euro 6 (s/s),P565 V8 SV Autobiography Dynamic Auto 4WD,10.914197158028326
Land Rover,Range Rover,2020,60,2020 (69 reg),Auto,Diesel,Oldham ,41950,4.4,5,Euro 6 (s/s),SD V8 Autobiography Auto 4WD,10.6442575495135
Volvo,V40,2014,98,2014 (64 reg),Manual,Diesel,Shipley ,4995,1.6,5,Euro 5 (s/s),D2 R-Design,8.516392871245468
Vauxhall,Mokka X,2018,54,2018 (67 reg),Auto,Petrol,Chesterfield ,9495,1.4,5,Unknown,Active Auto,9.158625936289503
Porsche,Cayenne,2012,137,2012 (62 reg),Auto,Petrol,Keighley West ,13989,1.6,5,Unknown,GTS Tiptronic S,9.546098067659527
Vauxhall,Astra,2016,101,2016 (16 reg),Manual,Petrol,Bradford ,1995,1.4,5,Unknown,16V 150 SRi,7.59890045687141
Porsche,Cayenne,2014,69,2014 (64 reg),Auto,Diesel,Keighley ,17989,3.0,5,Euro 6 (s/s),TD V6 TiptronicS 4WD,9.79757132694458
Skoda,Octavia,2016,123,2016 (16 reg),Auto,Diesel,Sheffield ,8995,2.0,5,Euro 6 (s/s),TDI vRS Estate Diesel DSG (SNav) (184 ps),9.104535313079205
Ford,Ranger,2021,58,2021 (71 reg),Auto,Diesel,Wakefield ,22794,2.0,4,Euro 6 (s/s),EcoBlue Wildtrak Pickup Double Cab Diesel Auto 4WD (21,10.034296492647542
Vauxhall,Viva,2016,93,2016 (16 reg),Manual,Petrol,Rotherham ,3490,1.0,5,Unknown,SL,8.157943507105037
Land Rover,Discovery,2021,92,2021 (21 reg),Auto,Diesel,Selby ,28995,3.0,5,Unknown,D300 R-Dynamic SE Auto,10.274913168420769
Ford,Fiesta,2010,117,2010 (10 reg),Manual,Petrol,Knaresborough ,1995,1.2,3,Unknown,5 Zetec,7.59890045687141
Mercedes-Benz,E-Class,2016,113,2016 (16 reg),Auto,Diesel,Leeds ,10990,1.6,5,Unknown,E220 BlueTEC AMG NIGHT EDITION PREMIUM 7G-Tronic + LEATHER + PAN ROOF +,9.3048320350689
BMW,X3,2014,101,2014 (63 reg),Auto,Diesel,Shipley ,8295,2.0,5,Euro 5 (s/s),20d M Sport Auto xDrive,9.023528749909364
Ford,Fiesta,2009,105,2009 (9 reg),Manual,Diesel,Keighley ,2289,1.6,5,Unknown,TDCi ECOnetic,7.736307096548285
Hyundai,i10,2013,47,2013 (63 reg),Manual,Petrol,Rotherham ,3600,1.2,5,Unknown,Active,8.188966863648876
Volkswagen,Beetle,2007,113,2007 (57 reg),Manual,Petrol,Bradford ,2490,1.6,2,Euro 4,Luna Cabriolet,7.820439515262181
Nissan,X-Trail,2017,105,2017 (17 reg),Auto,Diesel,Leeds ,10690,2.0,5,Unknown,DCi TEKNA 4WD XTRONIC [7 Seater] + LEATHER + PAN ROOF + FSH +,9.2771575450135
BMW,Z4,2005,104,2005 (5 reg),Manual,Petrol,Bradford ,3599,2.5,2,Unknown,2005 i SE 6 CYLINDER CONVERTIBL SILVER FULL SERVICE HISTORY FULL LEATHER,8.1886891244442
Mercedes-Benz,E-Class,2022,84,2022 (22 reg),Auto,Hybrid,York ,22750,2.0,4,Euro 6 (s/s),E220dh MHEV AMG Line G-Tronic+,10.032364379457015
Ford,Transit,2016,130,2016 (66 reg),Manual,Diesel,Castleford ,8490,2.2,2,Unknown,- TDCi 125ps 350 Chassis Cab,9.046762057999363
Toyota,Avensis,2009,113,2009 (9 reg),Manual,Petrol,Bradford ,2799,1.8,5,Unknown,V-matic TR,7.937374696163295
Mercedes-Benz,A-Class,2019,67,2019 (19 reg),Auto,Petrol,Sheffield ,26995,1.6,5,Unknown,A35 4Matic Premium Plus Auto,10.203443985863297
Peugeot,5008,2014,113,2014 (64 reg),Manual,Diesel,Wakefield ,3495,1.6,5,Euro 5,HDi Allure,8.159374736775426
Mercedes-Benz,CLS,2013,109,2013 (63 reg),Auto,Diesel,Leeds ,8490,1.6,5,Unknown,CLS 250 CDI BlueEFFICIENCY SHOOTING BRAKE ESTATE AUTO,9.046762057999363
BMW,3 Series,2015,199,2015 (65 reg),Auto,Diesel,Bradford ,4250,3.2,4,Unknown,EfficientDynamics Plus Step Auto,8.35490952835879
Toyota,RAV4,2014,67,2014 (14 reg),Manual,Diesel,Huddersfield ,9990,2.0,5,Euro 5 (s/s),- D-4D Invincible SUV Diesel Manual 2WD (124 ps),9.209439966733019
BMW,3 Series,2020,43,2020 (70 reg),Auto,Petrol,"Leeds, Morley, Gildersome ",37990,3.0,5,Euro 6 (s/s),M340i Touring Auto xDrive,10.54510456855174
Audi,A7,2014,113,2014 (64 reg),Auto,Diesel,Leeds ,9990,3.0,5,Unknown,TDI Quattro S Line Tip Auto [5 Seat],9.209439966733019
Land Rover,Range Rover Sport,2022,24,2022 (71 reg),Auto,Petrol,Cleckheaton ,55995,1.6,5,Unknown,- P575 V8 SVR,10.933035538594716
Volvo,C30,2010,76,2010 (10 reg),Manual,Petrol,Wakefield ,2495,1.6,2,Unknown,R-Design,7.822444729489319
Land Rover,Range Rover,2016,109,2016 (66 reg),Auto,Diesel,Leeds ,17995,3.0,4,Unknown,TDV6 Vogue SE Auto,9.797904789961063
Peugeot,207,2012,95,2012 (12 reg),Manual,Diesel,Sheffield ,3000,1.6,3,Euro 5,HDi Allure Hatchback Diesel Manual (92 ps),8.006700845440367
